event_id,basin,patch_id,flood_date,pre_s1_date,post_s1_date,pre_post_days,orbit_pass,relative_orbit,pre_relative_orbit,post_relative_orbit,pre_absolute_orbit,post_absolute_orbit,mission,orbit_pass_matched,epsg,min_lat,max_lat,min_lon,max_lon,flood_pixel_percentage,valid_pixel_percentage,nodata_fraction,row,col,export_task_id,pre_selection_reason,post_selection_reason
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r020_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1924734.6392928439,1927294.6392928439,364908.63443671475,367468.63443671475,4.32,100.0,0.0,20,12,MWSB5ZHZS66JPNZDURCTJVWV,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r015_c014,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1911934.6392928439,1914494.6392928439,370028.63443671475,372588.63443671475,6.7,100.0,0.0,15,14,3MFH4XBFJFJPMX62INHK6BWN,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r026_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1940094.6392928439,1942654.6392928439,364908.63443671475,367468.63443671475,6.7,100.0,0.0,26,12,TW4UJ5TX6RERAPFLLKGHFE6W,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r028_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1945214.6392928439,1947774.6392928439,364908.63443671475,367468.63443671475,4.15,100.0,0.0,28,12,GQ73JRDKQPKA76OOYMBS3ZDI,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r020_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1924734.6392928439,1927294.6392928439,367468.63443671475,370028.63443671475,3.86,100.0,0.0,20,13,DFUDA2U66XZGCBAUTEX3M7U4,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r023_c014,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1932414.6392928439,1934974.6392928439,370028.63443671475,372588.63443671475,7.16,100.0,0.0,23,14,SVLYMF7RL5KILXPKY3YJD7QR,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r021_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1927294.6392928439,1929854.6392928439,364908.63443671475,367468.63443671475,7.24,100.0,0.0,21,12,XSOCOU44Z4KUJUNB4XZQE54H,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r013_c015,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1906814.6392928439,1909374.6392928439,372588.63443671475,375148.63443671475,3.63,100.0,0.0,13,15,COH3OZRAZZMWZTGJCHTCSF5N,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r008_c018,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1894014.6392928439,1896574.6392928439,380268.63443671475,382828.63443671475,7.38,100.0,0.0,8,18,EUVUPHCHZ366OJMVWX34R6OC,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r017_c015,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1917054.6392928439,1919614.6392928439,372588.63443671475,375148.63443671475,3.58,100.0,0.0,17,15,QNN2WSU6TM536RYT7LZSAXTA,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r042_c006,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1981054.6392928439,1983614.6392928439,349548.63443671475,352108.63443671475,3.12,100.0,0.0,42,6,VAP2UXWEQSDRI2TI2LFAWRS3,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r011_c016,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1901694.6392928439,1904254.6392928439,375148.63443671475,377708.63443671475,3.02,100.0,0.0,11,16,MPY5BOTSNI35SRGPSQ2BG2UJ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r016_c014,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1914494.6392928439,1917054.6392928439,370028.63443671475,372588.63443671475,2.98,100.0,0.0,16,14,SPCGXSGFYORT72GN5THMQF6Y,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r019_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1922174.6392928439,1924734.6392928439,367468.63443671475,370028.63443671475,2.77,100.0,0.0,19,13,OFDGOMYTLXSP6VAXJNQ6KIWQ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r033_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1958014.6392928439,1960574.6392928439,364908.63443671475,367468.63443671475,2.58,100.0,0.0,33,12,UPN4AV3QPOUNKZFAZ5J5KINJ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r028_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1945214.6392928439,1947774.6392928439,367468.63443671475,370028.63443671475,2.48,100.0,0.0,28,13,MHSHRRWWZEUIH2IPREXCG7HF,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r030_c010,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1950334.6392928439,1952894.6392928439,359788.63443671475,362348.63443671475,8.55,100.0,0.0,30,10,2W3OMY5L34H4X6AB32LT4WBS,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r009_c018,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1896574.6392928439,1899134.6392928439,380268.63443671475,382828.63443671475,2.36,100.0,0.0,9,18,CXXOIYFF4AEPPNSOTR6WGZNY,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r041_c008,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1978494.6392928439,1981054.6392928439,354668.63443671475,357228.63443671475,8.66,100.0,0.0,41,8,PQ3RMCLHDAWGO2E42R7AXRNG,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r039_c009,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1973374.6392928439,1975934.6392928439,357228.63443671475,359788.63443671475,8.67,100.0,0.0,39,9,EQXRXBR6KKMVXYZI77L4B5BB,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r031_c010,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1952894.6392928439,1955454.6392928439,359788.63443671475,362348.63443671475,2.32,100.0,0.0,31,10,BXCOWSMLZGXL3YUVXZ572Z7Y,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r026_c013,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1940094.6392928439,1942654.6392928439,367468.63443671475,370028.63443671475,2.23,100.0,0.0,26,13,LMJGMBBHZKXKRD46TMB6ODQG,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r038_c007,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1970814.6392928439,1973374.6392928439,352108.63443671475,354668.63443671475,2.15,99.84,0.0016,38,7,VWWE5Q6NMXPOX463I4ZRJ23G,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r037_c012,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1968254.6392928439,1970814.6392928439,364908.63443671475,367468.63443671475,2.13,100.0,0.0,37,12,GA5CSZXXDEBZR7NJTO7DRFSB,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r010_c016,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1899134.6392928439,1901694.6392928439,375148.63443671475,377708.63443671475,2.12,100.0,0.0,10,16,4AFIFHHJ33H22BBH6SAZOMXM,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r006_c016,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1888894.6392928439,1891454.6392928439,375148.63443671475,377708.63443671475,2.07,100.0,0.0,6,16,K55AHABVZDTNU67XBO6HCLC4,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r030_c011,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1950334.6392928439,1952894.6392928439,362348.63443671475,364908.63443671475,2.03,100.0,0.0,30,11,XPMC6Z2M5W3JALY3TMPBQM3C,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r024_c014,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1934974.6392928439,1937534.6392928439,370028.63443671475,372588.63443671475,1.95,100.0,0.0,24,14,7G3GSH24EGEFXY6UFEKDNBUD,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r003_c015,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1881214.6392928439,1883774.6392928439,372588.63443671475,375148.63443671475,1.88,100.0,0.0,3,15,TM5RDDF5AZJICFREFZZPIGNZ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r007_c017,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1891454.6392928439,1894014.6392928439,377708.63443671475,380268.63443671475,1.81,99.59,0.0041,7,17,E5ZRFHGTDFW4AHC3XJAY23LF,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r019_c014,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1922174.6392928439,1924734.6392928439,370028.63443671475,372588.63443671475,1.81,100.0,0.0,19,14,XN6NWRUFG3EJZF74HMAS6SQG,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
cagayan_2024-10-27,cagayan,cagayan_2024-10-27_r004_c016,2024-10-27,2024-10-14,2024-11-07,24,DESCENDING,32,32,32,,,,True,EPSG:32651,1883774.6392928439,1886334.6392928439,375148.63443671475,377708.63443671475,1.8,99.72,0.0028,4,16,BREUTBAZDIM7UJW2LKRMV4A5,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-10-27 (min 1 day gap), within 24-day pre window (2024-10-03 .. 2024-10-26), pass=DESCENDING.","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-10-27, within 14-day post window (2024-10-27 .. 2024-11-10)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r013_c009,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1670056.799741685,1672616.799741685,242564.61613902956,245124.61613902956,0.55,100.0,0.0,13,9,4PYSE7WUXOAN5IXWF7M54P6Z,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r003_c014,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1644456.799741685,1647016.799741685,255364.61613902956,257924.61613902956,0.44,100.0,0.0,3,14,SYGOGGXDISZU7EBCSYXGTRAX,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r011_c024,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1664936.799741685,1667496.799741685,280964.61613902956,283524.61613902956,0.56,100.0,0.0,11,24,LVSKWVVGZLIW33ULJGRTRSDI,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r006_c013,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1652136.799741685,1654696.799741685,252804.61613902956,255364.61613902956,0.57,100.0,0.0,6,13,ZH6GL5XGNYBVMTQ3R74OJCIJ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r011_c028,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1664936.799741685,1667496.799741685,291204.61613902956,293764.61613902956,0.41,100.0,0.0,11,28,EJDQARMT5KRI5AEUFVJHR7UM,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r015_c012,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1675176.799741685,1677736.799741685,250244.61613902956,252804.61613902956,0.41,100.0,0.0,15,12,K4DKD5FODGF2KQ2O7ERAJJPL,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r008_c026,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1657256.799741685,1659816.799741685,286084.61613902956,288644.61613902956,0.4,100.0,0.0,8,26,D7JB3AWCUXC2HP7LRNQLW6J3,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r012_c017,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1667496.799741685,1670056.799741685,263044.61613902956,265604.61613902956,0.4,100.0,0.0,12,17,IYYUYCRCHPF7LIRNTOTR6OSP,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r010_c024,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1662376.799741685,1664936.799741685,280964.61613902956,283524.61613902956,0.62,100.0,0.0,10,24,KJJFU6HTVVTQZQZQHN2YQVNB,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r005_c029,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1649576.799741685,1652136.799741685,293764.61613902956,296324.61613902956,0.65,98.87,0.0113,5,29,BA5CI2YSCLJWSQLDSBPMMKMJ,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r015_c010,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1675176.799741685,1677736.799741685,245124.61613902956,247684.61613902956,0.34,100.0,0.0,15,10,6I22XGXYVDNLMU5O2J4TPLX2,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r012_c016,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1667496.799741685,1670056.799741685,260484.61613902956,263044.61613902956,0.33,100.0,0.0,12,16,RNJ2QUII2E2BUOCYMDRZEEOI,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
pampanga_2024-07-23,pampanga,pampanga_2024-07-23_r008_c025,2024-07-23,2024-07-10,2024-08-03,24,DESCENDING,32,32,32,,,,False,EPSG:32651,1657256.799741685,1659816.799741685,283524.61613902956,286084.61613902956,0.69,100.0,0.0,8,25,FWOZMJELBROXU2PNILVPAVTL,"Latest valid S1 IW VV+VH scene strictly before flood_date 2024-07-23 (min 1 day gap), within 24-day pre window (2024-06-29 .. 2024-07-22).","Earliest valid S1 IW VV+VH scene at-or-after flood_date 2024-07-23, within 14-day post window (2024-07-23 .. 2024-08-06) (preferred_pass=DESCENDING)."
